Tweet ID,Tweets with Decoded emojis,Final Annotation
4191,قاعد اطقطق على الحساب المتعصب ولا انا ما يفرق معي,ليست تهكم
4192,ودي يفوزوا عشان يقابلوا الهلال وتولع بينهم ودي يخسروا عشان اطقطق حيره,تهكم
4193,لا لاتفكرين زواج بس ابي اطقطق عليج يعني سبوع عقب بلوك عرفتي لن ماحب اثبت احب اغير :satisfied::satisfied:,تهكم
4194,اخواني النصراويه لو طلعت وهذا الي بيصير اتمنى عدم تعطيل الحسابات نبيكم السبت والله مافي متعه بدونكم مين اطقطق عليه:pensive::heart:,تهكم
4195,تسولف عن الكوره بالعمل اي والله واحب اطقطق على القواطي واضغطهم :rofl:,تهكم
4196,وش دخل التغريدات في الموضوع ترا اطقطق معك وادري انك تطقطقين :joy:,ليست تهكم
4197,اوبس نسيت اكتب اني امزح المهم ان انا اقصد اطقطق بى خالد,تهكم
4198,ماني مهتم للمباراه بس بتابعها عشان اطقطق عليك بس,تهكم
4199,قاعده اطقطق عليك ياغبيه ولا هي تنقال للجنسين هه,تهكم
4200,ترا اعرف بس اطقطق,تهكم
4201,اعرف بس اطقطق:joy::joy::sweat_smile::sweat_smile::smiley:,تهكم
4202,اوخيتي خيرك قصدى الفيديو واضح وضوح الشمس يعنى المحل ما نزله الا عارف فى شئ شنى اطقطق و تقول افتحولى يعنى بالعقل انجى لمحل وتقوللهم افتحولى لو حوش نقولوا عادى فيه ناس بس محل مصكر معروف مافيش حد,تهكم
4203,لا بس اطقطق:sob::sob:,تهكم
4204,مطلوب بنت حلال عنزيه شروطها ماهي تعجيزيه بكر او مطلقه بدون اطفال محتشمه ترضى تروح للحفر عمرها اقل من سعودي الجنس ذكر ع مطلق ط و الراتب ريال تقريبا و اطقطق بالاعمال الحره السكن شقه ملك,ليست تهكم
4205,اولاماتهاوشت وثاني الشي جاي يبي يتهاوش ومسوي خوي وقاعد اطقطق عليك ثاني شي لو هديتي ولا تدخلتي بسالفه,تهكم
4206,ترا اطقطق معها دزي امها,ليست تهكم
4207,انا اطقطق,تهكم
4208,,تهكم
4209,كنت اطقطق لانه مو دكتور بس شكلي بقلب الموضوع جدي,تهكم
4210,مسموح لي اطقطق ولا,تهكم
4211,اطقطق على النىىويات مزعجينا انهم اقوياء واقصى انجازاتهم تبنيد,تهكم
4212,ما تخليني اطقطق على راحتي,تهكم
4213,,تهكم
4214,حاليا جيسي لينغارد احسن من دي بروين ترى ما اطقطق هذا الواقع,ليست تهكم
4215,اطقطق هات الصوره خاص,ليست تهكم
4216,لا عوذه بس اطقطق,تهكم
4217,اص لا تخليني اطقطق ويزعلون:sob::sob:,ليست تهكم
4218,هه اطقطق اناا,تهكم
4219,لا تعرفين تزرفين ولا تعرفين تطلعين محتوى و حتنى زيك ليش اطقطق عليك :joy_cat::joy_cat:,تهكم
4220,لا تذكرني اجلس اصيح ممداني اطقطق الا جاكم حضوري :pensive::broken_heart::broken_heart:,تهكم
4221,مجموعات يارجال شاختار فاز عليك تخيل اشجع شاختار اجي اطقطق عليك اي احد يفوز طبيعي لكن نهائي تفرق يبيلها رجال,تهكم
4222,تكفون بموتت ضحك قايز مره كنا انا وصديقتي بالمدرسه ومشينا جنب استاذ كان يدرسنا قبل سنتين وسلم علينا وصديقتي انحنت له وانا كتمت ضحكتي لين راح وجلست اطقطق عليها وهي تقول بالغلط بالغلط وقعدنا نبكي ضحك:sob::sob:,ليست تهكم
4223,كلمه لزوجه النحيفه كلي والعني ابليس ومارح اطقطق عليك :grin:,تهكم
4224,حتى انا با اطقطق,تهكم
4225,ماكنت اقصد والله بس كذا شفت الحركات مو قصدي اطقطق عليهم,ليست تهكم
4226,قاعد اطقطق باينه ريد ديد اتوقع تقصد ماينكرافت,تهكم
4227,واضح مره اني اطقطق,تهكم
4228,عارفه انا اطقطق عليه :joy:,تهكم
4229,كنت اطقطق على نسويات التيك بس انتي الهطفه صدقتي,تهكم
4230,بعد سنتين ابي دوامي على مكتب تحت المكيف وراتبي الف ويجيني مراجع اقوله السستم عطلان وارجع اطقطق على جوالي,تهكم
4231,اعرف بس جالس اطقطق يخوك :sob::sob:,تهكم
4232,انا كنصراوي ليش اطقطق ع النادي الملكي :green_heart: والله لو الاهلي مشارك كان اشجعه في هالبطوله فالشعور متبادل حبيبي,ليست تهكم
4233,مهو قران ياخوي ذا ينفهم علطول واساسا انا قاعد اطقطق ونتم مسكتوها جد :ok_person:ud:male_sign:,ليست تهكم
4234,اللهم حسد بس اوفي الخميس ذكريني اطقطق عليك,تهكم
4235,اصلا هي كانت معصبه اليوم وانا كنت اطقطق استاهل صراحه,تهكم
4236,اطقطق على بعض جماهيرنا كل ما انتقدنا قالوا اصبروا,تهكم
4237,"hare, eadbyaylight ااخ يالغبنه فجاه سبحان الله تقفل طريق الفوز وانا اطقطق على الكيلر",تهكم
4238,ان شاء الله تجي ودي اطقطق واضحك,ليست تهكم
4239,ثنتين عزيزات ع قلبي ضيقتهم بنسبه لي يوجعني مررهه اتضايق اكثر منهم اذا حسيت فيه وحده منهم تضايقت بس احاول ما ابين لهم اني تضايقت و اقعد اضحك و اطقطق عشان يضحكون عندي استطاعه اعطيهم من عمري بس عشان يكونون فرحانين يا رب احفظهم وين ما كانو و اشرح صدورهم و ييسر امورهم و فرج هموهم :heart:,ليست تهكم
4240,جالس اطقطق لا تبعص,تهكم
4241,اطقطق يالخوي,تهكم
4242,هه يارب يفوز الفريق اللي في بالي عشان اطقطق على ذوليك,تهكم
4243,ادعمه في الدوري تكفى ترا والله ما اطقطق,ليست تهكم
4244,اطقطق مافي شي,ليست تهكم
4245,يارب يخسر عشان اطقطق عليك :full_moon_with_face::joy::joy:,تهكم
4246,اطقطق عليك احشرك حشر :joy::joy:,تهكم
4247,سمي كنت اطقطق هه,تهكم
4248,ولله ماعندي كره بس حبيت اطقطق عليهم,ليست تهكم
4249,قاعد تطقطق ياوصخ :sob::sob: اوريك احلهم واجي اطقطق عليك يالمجلود بالجامعه,تهكم
4250,تحسبني اطقطق روح لمباريات الاستقلال امام الاهلي الاخيره شفلاعب اللي ذكرتهم موجودين او لا,ليست تهكم
4251,اطقطق عليهم طبعا,تهكم
4252,اطقطق معه الحين ارجع :sob::sob:,تهكم
4253,اطقطق ولا يخسي,تهكم
4254,:joy::joy:ياخوفي تختفي من الجلد الي بيجيكم عموما لاتسحب اذا خسر النصر تعال عشان اطقطق عليك,تهكم
4255,احسها للبايرن وان شاء الله انها كذا عشان اطقطق على الشباب,تهكم
4256,اعشقك حلطمتك واحب اطقطق عليك برضو :sob::sob:,تهكم
4257,ادري محد بيشجع نادي عشان تاريخ قديم بيشجعه عشان لاعب معين وبعده يحب النادي بس ما يهم فريقي كم يتمسخر قبل ان شاءالله بس ما توصل فيني اجي اطقطق واقول فريقي فاز عليك عام :joy::joy:,ليست تهكم
4258,ادري اطقطق لاني ادري انك بنت ولا كلنا بشر وعندنا مشاعر اكيد,تهكم
4259,واصلا اطقطق عليك لانه حتى لو بيلعب ماراح يسوي شي,تهكم
4260,نسيت اطقطق عليك اليوم,تهكم
4261,هه اطقطق عرفنا ولدنا :pensive:fd,ليست تهكم
4262,لاعب بس اطقطق ع نواف الاسيوي:sob::sob:,تهكم
4263,من كثر الضغط راح غرد وانا اطقطق حراايقق:joy::joy:,تهكم
4264,يهطف تراني اطقطق اتوقع واضح من الايموجي,تهكم
4265,يسطا ليش نيتك عاطله اقول لك جاي ادور اخبار الكيبوبرز اطقطق عليهم و لما كنت اكتب طلع لي حسابك :sob::sob:fc🏻,تهكم
4266,طيب ادري اطقطق,تهكم
4267,قاعد اطقطق عليك معليش هه :joy_cat:fd,تهكم
4268,كنت ادور لي شي اطقطق عليه لقيت حسابك قدامي :sob::sob:,تهكم
4269,اطقطق بس ماتدري,تهكم
4270,ياربي مو قصدي شي اساسا ترى اصلي حساوي وبس اطقطق كذا,تهكم
4271,يخوي ترى م اطقطق اتكلم جد,ليست تهكم
4272,:sob::sob:اطقطق ما توصل,تهكم
4273,شفيك تعصب علي ادري انكم حلوين بس اطقطق على اللهجه وكذا هه,تهكم
4274,اطقطق على الحساويين وانا اصلي حساوي :sob:,تهكم
4275,اعرف بس اطقطق على المجله مسوين غامضين,تهكم
4276,هلالي يا بنت الحلال اطقطق عليهم,تهكم
4277,عااجل:red_circle:اقرب —:green_heart::green_heart: او :yellow_heart::blue_heart: ابي اطقطق —:point_down:🏾طقوع اسيا و خويه :point_down:🏾,تهكم
4278,اي والله راح افقد اني اطقطق عليك اذا خسر الاتحاد,تهكم
4279,اطقطق روس,ليست تهكم
4280,قاعده اطقطق على واحد ودخلني قروب مع صالح الذكوري ذاك :sob::sob:هياسنطاتطنساستمسوذرطنن ضحك,تهكم
4281,اطقطق هنا لحد ياخذها بجديه :sob::sob::crying_cat_face:,تهكم
4282,شو رايك كمان اطقطق الك اصابع رجليكي كونه ما وراي الا انت,ليست تهكم
4283,عشان اطقطق على شبيحه المنتهي,تهكم
4284,والبزر اللي عمره سنوات بيعرف اني اطقطق من الايموت بس ذا للحين ما انولد اصلا:joy:هطف,تهكم
4285,لحظه انا اقول aby oi لشخص اطقطق عليه على انه هو طفل بس طلعت كلمه قاي,تهكم
4286,انا قاعد اطقطق على بدر لانه انتقد الكعكه و ذا يحسبني انتقد الكعكه,تهكم
4287,يقولي عشان اطقطق عليه:sob::sob:,تهكم
4288,وش كان خل اطقطق معهم,تهكم
4289,تراني حاط لايك اطقطق عليك,تهكم
4290,اقول يابزر عطني جدولك ايام الحضوري ابي اطقطق عليك بعد,تهكم
4291,ياعرب كنت اضحك ع وحده الله يسامحها كانت تقول تيب و اطقطق عليها قسم بالله اهخ قلبي يوجعني صرت اقولها + الموضوع يحزن ترا :sob::sob::broken_heart:,تهكم
